tconst;title;originalTitle;startYear;genres;actors;directors;poster_id;overview;origin_group;runtimeMinutes
tt1043862;Polvere;Polvere;2009;Drama;Claudio Ammendola,Francesco Venditti,Gaia Bermani Amaral;Danilo Proietti, Massimiliano D'Epiro;/4s3XNzmfNNCtCiXiOjPGJ6ffGyf.jpg;;européen;85
tt10456672;Carnets 88;Carnets 88;2019;Documentary;;Sylvain Yonnet Liberty;/eOJ02mOKvsXklG87lMYDqQ0ulT8.jpg;Dix carnets racontent une immersion dans les milieux néo-fascistes français dans les années 2010.;français;108
tt10464450;La Batalla Del Volcán;La batalla del volcán;2018;Documentary;;Julio López Fernández;/iEfOySpyjNfucPtsCLrueD7H2Zb.jpg;Un documentaire sur la bataille de San Salvador (Ofensiva Hasta el Tope) pendant la guerre civile salvadorienne en 1989.;européen;101
tt10466302;The Ship;La Nave;2022;Comedy;Alejandra Cardenas,Andrés Almeida,Claudia Godinez;Batan Silva;/7AnUnJ9ozESodZau3g0i35qvn2M.jpg;Un animateur radio doit faire face au cancer de son fils avec l'aide d'un entraîneur.;européen;93
tt10466340;Me casé con un idiota;Me casé con un idiota;2022;Comedy;Alfonso Herrera,Andrea Esmeralda Vargas Juárez,Andrea Olvera Moore;Batan Silva;/vFOOlBp7BkVO1V7xaX3gHkdLWDB.jpg;Une femme tombe amoureuse d'un homme dans un décor et finit par se marier, mais elle se rend compte qu'elle est tombée amoureuse du personnage et veut le quitter, quand l'homme s'en rend compte, il fait tout ce qu'il peut pour la récupérer.;européen;120
tt1047847;Rosso Malpelo;Rosso Malpelo;2007;Drama;Antonio Ciurca,Marcello Mazzarella,Omar Noto;Pasquale Scimeca;/aHN1MnM3T5lqlqdd7kgI4jrMNVk.jpg;Regard sur les conditions de vie difficiles dans deux petits villages miniers de Bolivie à travers le regard de jeunes enfants contraints d'y travailler.;européen;90
tt1047884;Zhao;Zhao;2008;Drama;Caroline Becker,Eduardo Canet Manclús,Eva María Bau;Susi Gozalvo;;Zhao a vingt-cinq ans. Elle est partie avec son petit ami, Martín, dans une maison sur la plage, où se déroulera son histoire d'amour. Elle écrit quelques mémoires sur sa vie. Il a été adopté en Chine par une famille espagnole. Elle est heureuse...;européen;85
tt10481968;Lo scoglio del leone;The Lion Rock;2020;Comedy,Drama,Romance;Federico Guglielmino,Gino Astorina,Laura Gigante;Rosario Scandura;/8RoGISS0xdyLf5g08lShEv9QRbx.jpg;La Roche du Lion est un film riche de nostalgie, de douceur, de drame et de comédie. Le personnage principal, Saro, est un garçon de 10 ans qui vit dans un petit village de pêcheurs nommé Santa Maria La Scala en Sicile (Italie). Saro a un ami secret.;européen;97
tt1050725;Lilís;Lilís;2006;Action,Drama;Angel Mejía,Bolivar Mejía,Franklin Dominguez;Jimmy Sierra;/noaSIkIjQRytrNtkk4Wl5YSWwWW.jpg;L'histoire du dictateur dominicain du XIXe siècle, Ulises Heureaux, depuis le début de sa présidence en 1882 jusqu'à son assassinat en 1899.;européen;90
tt10510254;Old Buddies;Les Vieux Chums;2020;Drama;Geneviève Rochette,Hassan El Fad,Luc Proulx;Claude Gagnon;/uxQAb4jQ6Pg3QjO2UoorOwxuY0W.jpg;Pierrot est serein et ne craint pas sa mort prématurée. Il demande à son ami d'enfance Jacques de l'aider à bien finir ses jours. Cette démarche insolite va conduire les deux amis vers une fin paisible.;français;123
tt10520880;Spirit of Jaguar;Tien Jaguára;2018;Documentary;;Pavol Barabas;;Tout le monde a besoin de sa tribu.;européen;67
tt1054110;House of Fools;De Gales hus;2008;Drama;Andrea Bræin Hovig,Besim Jakupi,Fridtjov Såheim;Eva Isaksen;/tAZC5MQpHJMCcP7gkFWO2wdX0GY.jpg;À la clinique psychiatrique de Varden, les préposés sont fous et les détenus sont sains d'esprit.;européen;102
tt10544328;The Path Of The Sun;El camino de Sol;2021;Drama;Anajosé Aldrete Echevarria,Armando Hernández,Claudia Rios;Claudia Sainte-Luce;/qhTT3M7vc0W1jL3mnAjd0ai3E7L.jpg;Un petit garçon est kidnappé en dehors de son quartier. Sa mère décide de le rechercher alors que les autorités ignorent son cas.;européen;78
tt1056231;Hooked;Pescuit sportiv;2008;Drama;Adrian Titieni,Alexandru Georgescu,Claudia Ruse;Adrian Sitaru;/wUyiN3UPkUkmew2zN3OvNUr9C9t.jpg;Un professeur de mathématiques de Bucarest et son amant sortent pique-niquer pour se détendre.  Le film suit ce qui se passe après un accident et les deux personnages se disputent sur la manière de gérer la situation.  Les choses prennent une tournure et, à mesure que la victime devient une partie de l'histoire.;européen;84
tt1056419;Cowards;Cobardes;2008;Drama;Antonio de la Torre,Ariadna Gaya,Blanca Apilánez;José Corbacho, Juan Cruz;/d24lyFcduhUoaDNjxBah9dbJIwD.jpg;Un jeune victime de harcèlement scolaire se rend compte que même le monde des adultes est dominé par une peur semblable à la sienne. Il paie le prix fort lorsqu’il décide de riposter.;européen;89
tt10570034;Fucilateli - Commissione d'inchiesta su Caporetto 1918-19;Fucilateli - Commissione d'inchiesta su Caporetto 1918 - 19;2019;Documentary;Irene Guerrini,Marco Pluviano,Stefano Amadio;Giorgia Lorenzato, Manuel Zarpellon;/hlREuqZCbrKThjrqPwR96KSbUws.jpg;;européen;72
tt1057892;Cine Negro;Cine negro;2007;Documentary;Alberto Casero,Alfredo Casero,Liliana Gioia;Mariana Wenger;;;européen;80
tt1058019;Tocando en el silencio;Tocando en el silencio;2007;Documentary;;Luciano Zito;/6jta2SvDZuyGxGCQ9otlcxfTo2L.jpg;;européen;74
tt10583248;O Filho do Homem;O Filho do Homem;2019;Drama;Daniel Bouzas,Fifo Benicasa,Henrique Brito;Alexandre Machafer;/4DAEOy4jYb1Qh8fg2RHcVyvkDhE.jpg;C'est la représentation de la vie et les expériences de Jésus/Yeshua depuis sa naissance jusqu'à son ascension vers le Père.;européen;120
tt10610330;Golondrinas;Golondrinas;2020;Drama;Germán Palacios,Hernán Miranda,Hugo Gallop;Mariano Mouriño;/jxfsNV2TKEqX7vyDfk7nk2KjIN2.jpg;Juan et Ana sont deux jeunes frères et sœurs et travailleurs migrants qui tentent d'échapper à la pauvreté et voyagent à travers l'Argentine à la recherche d'un emploi agricole temporaire dans les années 90. Lorsqu'ils commencent à travailler dans une ferme de noix, ils rencontrent Edgardo, le...;européen;65
tt10613518;La piazza della mia città - Bologna e Lo Stato Sociale;La piazza della mia città - Bologna e Lo Stato Sociale;2020;Documentary;;Paolo Santamaria;/joAuVNEFVKqyMOaMX61FCzNiOWy.jpg;Le documentaire présente le concert Lo Stato Sociale qui a eu lieu à Bologne, sur la Piazza Maggiore en juin 2018. Des personnes du monde de la musique et du cinéma, mais aussi de la politique et de la culture, interviennent pour raconter leur lien avec cette ville à travers des souvenirs, des curiosités et des anecdotes historiques et personnelles.;européen;83
tt10627670;Subtle Interferences;Sutis Interferências;2016;Documentary;;Paula Gaitán;/omAHKOIheol2ExSuAnwvTdzIQsd.jpg;Études sur le son basées sur le travail du musicien Arto Lindsay et la relation corps/caméra avec la musique. Le film parle de l’art de manière aussi lyrique que le propre travail du biographe.;européen;78
tt1063692;Projekt Gold;Projekt Gold - Eine deutsche Handball-WM;2007;Documentary;;Winfried Oelsner;/7KGlltWftOI3HMfPZbJ2lsendtS.jpg;Un documentaire montre l'équipe nationale allemande de handball en passe de remporter le titre lors de la Coupe du monde 2007 dans son propre pays.;européen;106
tt10640730;Selva;Selva;2020;Drama;Carolina Gularte,Edgardo Castro,Gabriela Baez;Iñaki Echeberría;/2O7h09D7H0Fuh60NZK8EUBSaAh.jpg;;européen;82
tt10643156;Colomba Legend;Colomba Legend;2019;Drama;Alessandro Spada,Diego Gueci,Francesco Capizzi;Rosario Neri;/q8oaoinHIEOlKs8L6ajQb00oglp.jpg;"Il y a vingt-cinq ans, Vito Colomba, ouvrier carrière d'un petit village de Sicile près de Trapani, devenait célèbre dans toute l'Italie grâce à son ""Quattro Carogne a Malopasso"", un western réalisé en toute autonomie et sans recours à...";européen;95
tt1064926;Lamb of God;Cordero de Dios;2008;Drama;Ana Celentano,Ariana Morini,Horacio Peña;Lucía Cedrón;/5dylOcsJ9bcBxuJ3bCPgad0Ys7s.jpg;L'enlèvement d'un homme de 77 ans en Argentine oblige sa fille à retourner à Buenos Aires après des années d'exil à l'étranger.;européen;90
tt1065290;All Inclusive;All Inclusive;2008;Comedy,Drama;Ana Serradilla,Edgar Vivar,Jaime Camil;Rodrigo Ortuzar Lynch;/6YVclM9WhB5vKnbnt3yn5kHhZic.jpg;Une famille visite un complexe cinq étoiles idyllique sur la Riviera Maya afin de passer du temps de qualité ensemble pour la première fois depuis de nombreuses années. Une série d'événements affectera chaque membre de la famille et les changera à jamais.;européen;95
tt1065329;Natale in crociera;Natale in crociera;2007;Comedy;Aida Yespica,Alessandro Siani,Alessia Mancini;Neri Parenti;/n83LsfQCPReYembtNtuGwqUkUOS.jpg;"Le docteur Paolo Cioffa, à l'approche de Noël, est prêt à passer les vacances avec son amante Magda Venni, après s'être libéré de son épouse Francesca Zanchi et de son fils Federico qui s'apprête à aller skier à Cortina. Lorsque Federico a un accident de moto et se retrouve à l'hôpital avec un plâtre de la tête aux pieds et que son beau-frère Felice (frère de sa femme Francesca) tente de se suicider après avoir été abandonné par sa petite amie Margherita, l'entreprise s'avère décidément plus compliquée. Magda menace donc Paolo de le quitter s'il ne passe pas les vacances avec elle. Le psychiatre de Felice conseille à Francesca de laisser Felice partir avec quelqu'un pour les vacances aux Caraïbes qu'il avait réservées avec son ex-petite amie Margherita. Paolo, profitant du fait que Francesca n'a pas trouvé d'ami disposé à accompagner son beau-frère déprimé lors de la croisière aux Caraïbes, se porte volontaire, invitant également son amant avec lui, évidemment à l'insu de chacun.
Michela Bacci, une amoureuse des animaux qui vit dans une maison très semblable à une forêt avec une cinquantaine d'animaux de toutes sortes, entre en collision avec sa voiture, pour éviter un chien, contre la cabine téléphonique où appelle Luigi Coppia, écrivain célibataire et auteur du livre ""Single is beautiful"" qui résume sa philosophie de vie. Les deux se rencontreront plusieurs fois, s'échangeant volontairement ou involontairement des dégâts, jusqu'à ce qu'ils se retrouvent sur le même";européen;105
tt10656034;You Have to Be Alive to Be Dead;Moras biti ziv da bi umro;2021;Comedy,Drama;Eva Ras,Micko Markovic;Zarko Banduka;/8a1LtrvsfIlb0SauWU14vxlrWg5.jpg;;européen;60
tt10657126;3Bobule;3Bobule;2020;Comedy;Anna Krejcírová,Brano Deák,Krystof Hádek;Martin Kopp;/uMMNqiVzu919GfGi7rH8FaqVtkv.jpg;Honza et Klára sont devenus propriétaires d'une cave et parents. Parallèlement à leur mariage, ils sont confrontés à des vols dans les vignes. De plus, la saison des millésimes approche. Et enfin, après de nombreuses années, Honza retrouve son amie Jirka.;européen;101
tt10672782;El hombre que diseñó España;El hombre que diseñó España.;2019;Documentary;PlayCacao;Andrea G. Bermejo, Miguel Larraya;/Ai2OHVPOqL99yL6SlklVL2BChYB.jpg;Le graphiste et artiste multidisciplinaire José María Cruz Novillo a redessiné l'image de marque de l'Espagne alors que le pays se transformait et tentait de se tourner vers l'avenir.;européen;81
tt10676932;Back to the Moon;Back to the Moon;2019;Documentary;;Charles-Antoine de Rouvre;/o8Fx6m7tiMRbAWtDC7gjxMNfrwH.jpg;;français;102
tt1068259;Kolkhoz Entertainment;Kolkhoz interteynment;2003;Comedy;Aleksandr Pyatkov,Andrey Fedortsov,Igor Kashintsev;Maksim Voronkov;/uKX0lguRWyCXtcoRaglRgHmtzvU.jpg;Été 1989. Un peuple de kolkhoze est contraint de monter un spectacle afin d'obtenir un financement supplémentaire.;européen;103
tt1068278;Satellites & Meteorites;Satellites & Meteorites;2008;Romance;Adam Fergus,Amy Huberman,Dominique McElligott;Rick Larkin;/g8t4YMi9IykiuacoqJLsvW0kqVh.jpg;Lucinda et Daniel entament une lente romance au moment même où les pires pluies de météores de l'histoire pleuvent sur Terre.;européen;82
tt1069270;In carne e ossa;In carne e ossa;2009;Drama;Alba Rohrwacher,Barbara Enrichi,Ivan Franek;Christian Angeli;/3qviegYYH8w2iy6E2yacteKVpDA.jpg;Dans une demeure délabrée et solitaire, Edward et Alice, au seuil de la vingt-cinquième année de mariage, attendent l'arrivée de François, un jeune et célèbre psychiatre, appelé pour poser un diagnostic sur Viola, leur vingt...;européen;81
tt10693734;Somehow;Somehow;2022;Drama;Alexander Peiler,Alicia Saleh,Fyl Sang Dor;Aki T. Weisshaus;/dGS4veOiTD8oipbS8hFX0Cojowp.jpg;Deux personnes en road-trip à travers l'Europe et le Maroc pour retrouver la liberté intérieure.;européen;103
tt10715194;Back to School;La grande classe;2019;Comedy;Caroline Anglade,Johann Dionnet,Joséphine Draï;Julien War, Rémy Four;/27YETuzpqIcfzlSZhvQbKPLxrTn.jpg;Deux adultes se rendent à leur réunion de collège afin de montrer leur réussite aux vieux tyrans qui ont le béguin pour les adolescents.;français;83
tt10719572;Portrait of White Woman with Grey Hair and Wrinkles;Retrato de mujer blanca con pelo cano y arrugas;2020;Drama;Ana Wagener,Blanca Portillo,Carlo D'Ursi;Ivan Ruiz Flores;/4fMG8cuhOygyG7JcxSUezYGxO8U.jpg;Julia vient de prendre sa retraite et est prête à poursuivre sa passion de toujours : la sculpture. Cependant, sa mère, qui alterne entre la vie avec ses deux enfants, en profite pour s'installer sous la garde de Julia.;européen;85
tt10719946;Human Animals;Animales Humanos;2020;Drama;Adrian Limon,Adriana Louvier,Antonio de la Vega;Lex Ortega;/1EPy9y9l94zQyQDnMpcCyzwD4Jp.jpg;Le chien d'une famille mord l'enfant d'un voisin, ce qui conduit à son euthanasie. Dévastés, les propriétaires s'introduisent par effraction dans la maison familiale, cherchant à se venger en sacrifiant la jeune fille.;européen;87
tt10735686;Toxikoma;Toxikoma;2021;Drama;Barna Bányai Kelemen,Eliza Sodró,Erik Konfár;Gábor Herendi;/7WxLxRyNrowN9DxqGc3TCXsT5J.jpg;Biopoïque des jeunes années de l'acteur Győző Szabó aux prises avec sa toxicomanie.;européen;124
tt1073671;Par suite d'un arrêt de travail...;Par suite d'un arrêt de travail...;2008;Comedy;Bibi Naceri,Charles Berling,Chick Ortega;Frédéric Andréi;/qjk8uiu5vpM4rrGCO5H2ExaHQQP.jpg;À la suite d'une grève générale, deux hommes doivent alors cheminer ensemble de Paris à Rome en voiture. L'un est très nerveux, l'autre très détendu. La route risque d'être longue... Car même s'ils vont au même endroit, leur façon de voyager est paradoxalement opposée.;français;85
tt10739438;Nueva mente;Nueva Mente;2019;Documentary;;Ulises de la Orden;;;européen;78
tt1074932;شطر محبة;Shtar M'Haba;2009;Drama;Bassam Ayham,Hassiba Meddeb,Leila Ben Hamida;Kalthoum Bornaz;/bCphMNoxFRDEDfbx4RQXZH9WST9.jpg;Sélima et Sélim sont des jumeaux de 20 ans. Orphelins dont la mère est morte en leur donnant naissance. Ils vivent à Tunis avec leur père Ali, avocat au barreau de Tunis.;français;93
tt1075109;La casa sulle nuvole;La casa sulle nuvole;2009;Drama;Adriano Giannini,Antonino Bruschetta,Emanuele Bosi;Claudio Giovannesi;/qdKPNLvOp9dnMPjdjvq8i2MvJlp.jpg;Les frères Lorenzo et Michele vivent à Rome dans une grande maison. Le premier joue du jazz et est extraverti, tandis que le second est plus introverti et élève des labradors. Ils découvrent que leur père, réfugié à l'étranger depuis de nombreuses années, est au Maroc et a vendu leur maison. Ils se lancent alors dans un voyage à la découverte de leur père à travers le désert.;européen;96
tt10757862;Non si può morire ballando;Non si può morire ballando;2019;Comedy;Alberto Agnoletto,Alessandra Brambilla,Danny Duyko;Andrea Castoldi;/iEI7ur3ZdGbTEM6lApXXEbZG48t.jpg;Gianluca souffre d'une maladie rare causée par des cellules dormantes et les médecins lui donnent trois mois à vivre. Le frère découvre l'existence d'une recherche et décide d'en mettre en œuvre les principes.;européen;85
tt1077255;Ossi’s Eleven;Ossi's Eleven;2007;Comedy,Drama;Andreas Giebel,Götz Otto,Jule Ronstedt;Oliver Mielke;/rdIAtV2dqorKfIEdIIj2fuf2FUJ.jpg;"Oswald Schneider, dit Ossi, venait de sortir de prison alors qu'il préparait déjà un nouveau coup d'État avec son ami Karl Brenner. Une première considération échoue en raison du manque de connaissances actuelles d'Ossi ; L’établissement qu’il veut braquer n’existe plus depuis longtemps. Un deuxième plan est nécessaire et trouvé : Ossi veut attaquer une fonderie de fer où d'anciennes pièces de monnaie D-Mark sont fondues en trophées. Selon les calculs d'Ossi, environ 300 000 DM pourraient être volés lors d'un vol, qui pourraient ensuite être échangés.
Outre Ossi et Karl, les frères avireurs Axel et Bruno, qui ont connu du succès en RDA, rejoignent bientôt l'équipe. Ils ont été reconnus coupables de dopage à long terme et gagnent désormais leur argent en vendant sans succès des saucisses. Bruno vient de tenter de se suicider et a été sauvé par Léa Bruhn. Elle travaille avec Conny Weidenhagen en tant que femme de sécurité et, entre autres, transporte de l'argent. Son patron lui annonce qu'elle sera licenciée dans quelques semaines.
Au grand dam de Karl, Ossi rassemble autour de lui de plus en plus de personnes qui lui semblent utiles ou pour lesquelles il se sent simplement désolé. Konrad Hauff est embauché pour espionner la zone, car il était auparavant un espion actif de la Stasi. Tommy Beck et son grand-père Friedrich Preiss se faufilent dans l'équipe parce que Friedrich travaillait dans l'entreprise. Il était maintenant bibliothécaire, mais il a récemment été licencié parce que...";européen;93
tt10790004;Gimbaza. Gimby nie znajo!;Gimbaza. Gimby nie znajo!;2015;Comedy;Andrzej Galla,Bartosz Gawel,Dawid Antkowiak;Piotr Matwiejczyk;/tvhWCSkpekDZao5rly1bTg8HYLt.jpg;;européen;95
tt10800286;Jak poślubić milionera;Jak poslubic milionera;2019;Comedy,Romance;Anita Sokolowska,Iwo Rajski,Justyna Steczkowska;Filip Zylber;/7eLSLcluylwAK48Jh93sPTHibMs.jpg;Une comédie romantique polonaise.;européen;104
tt10828462;Victor;Victor;2019;Documentary;;Christophe Hermans;/gQQQlUb36lMozdgZR1mxux2BCgs.jpg;Victor a 17 ans. Il perd progressivement la vue. C'est irrévocable. Refusant son handicap, Victor se bat pour vivre comme un adolescent moyen et devenir adulte comme les autres. Aujourd'hui Victor est prêt à décoller pour aller à U...;français;72
tt1082885;Gagarin's Grandson;Vnuk Gagarina;2007;Comedy;Andrey Panin,Anna Gulyarenko,Done Lema;Andrey Panin, Tamara Vladimirtseva;/2Cg37yEZCLF8ePlicLCFeRe3Tp1.jpg;Fiodor, un artiste célibataire, découvre soudain l'existence de son jeune frère qui vit dans une famille d'accueil.;européen;85
tt10832102;Zero Bagget;Zero bagget;2014;Comedy,Documentary;Alessio Venturini,Ambra Craighero,Carmen Di Cintio;Michele Coppini;/keZPzfDVEQHdo4MNZhlE1NOCbcf.jpg;;européen;75
tt10841514;Fin Amor;Fin Amor;2019;Romance;Elizabeth Treviño;Raúl Quintanilla Alvarado;/fixozTAC46oYWBXM8vyvnvMiEUy.jpg;Un cinéaste tombe amoureux d'une femme mariée.;européen;77
tt10845430;Vedozero 2;Vedozero 2;2016;Documentary;;Andrea Caccia;;;européen;93
tt10850572;Sex Story;Sex Story;2018;Documentary;;Cristina Comencini, Roberto Moroni;;;européen;60
tt10851936;Se c’è un aldilà sono fottuto - Vita e cinema di Claudio Caligari;Se c'è un aldilà sono fottuto. Vita e cinema di Claudio Caligari;2019;Documentary;Alessandro Borghi,Emanuel Bevilacqua,Fabio Ferzetti;Fausto Trombetta, Simone Isola;/j7Hsax1vAXkSfHBHvAmPxrqUuyO.jpg;Une réflexion lucide et profonde sur l'un des auteurs les plus « mystérieux » de notre cinéma, qui nous a quitté prématurément avec une filmographie de seulement trois titres.;européen;105
tt1086363;Prova a volare;Prova a volare;2007;Comedy;Alessandra Mastronardi,Antonio Catania,Cloris Brosca;Lorenzo Cicconi Massi;/2DlicuZWLfkLurj3H1fDta0IJPn.jpg;Un jeune garçon et une jeune fille se retrouvent.;européen;93
tt1087453;In Real Life;Het echte leven;2008;Drama,Romance;Anne-Marie Jung,Ergun Simsek,Loek Peters;Robert Jan Westdijk;/g4XGPEam60t7l2k3atodtTzD4YZ.jpg;Dans son nouveau film, un jeune réalisateur met sa petite amie à l'épreuve de l'amour. Ce faisant, il risque sa relation réelle avec elle.;européen;87
tt1087638;Ranczo Wilkowyje;Ranczo Wilkowyje;2007;Comedy;Alicja Bach,Artur Barcis,Beata Olga Kowalska;Wojciech Adamczyk;/1Vq1M2vziS5eAdNFUdGGmVE1bu8.jpg;"""Ranczo Wilkowyje"" suit l'histoire de Lucy, une jeune Américaine qui reçoit un héritage. Elle se rend dans la région rurale de Podlasie en Pologne, où son arrivée fait sensation.";européen;95
tt1087887;Deichking;Deichking;2007;Comedy;Bela B.,Dieter Bruhn,Fettes Brot;Michael Söth;/uEMDUweGpi23QrHqpaHabXSWrgr.jpg;Le personnage principal du film est le fermier Fiete Hansen (John Barron), qui vit dans un petit village appelé Kollmar, directement sur la digue de l'Elbe. Un jour, il tombe amoureux de Susi (Julia Köhn), grâce à qui il découvre le rock'n'roll. Inspiré par le rock'n'roll, il veut sortir du petit village et découvrir le monde.;européen;83
tt10880614;Cimes;Cimes;2019;Drama;Antoine Pilon,Aude Lachapelle,Cassandre Émanuel;Daniel Daigle;/iKhPh2kqL7M8NZTeisKPoqdZHTm.jpg;Deux frères se rendent au pays dans l'espoir de retrouver leur mystérieux père biologique.;français;83
tt10886670;El mesero;El mesero;2021;Comedy;Alejandro Morales,Arturo Barba,Bárbara López;Raúl Martínez;/zvGC5jX5wQmU1GgPc0VGZz7Mtcs.jpg;Un serveur se fait passer pour un homme d'affaires important afin d'atteindre la classe supérieure grâce à ses rêves d'entrepreneur.;européen;87
tt1090200;Encarnación;Encarnación;2007;Drama;Carlos Portaluppi,Fabián Arenillas,Inés Saavedra;Anahí Berneri;/mzthmoqqLhHdt1kbuKuq4rbe9Fd.jpg;Ce film se concentre sur une starlette vieillissante (Silvia Perez) qui était autrefois une it-girl. Elle retourne dans sa ville natale pour la fête d'anniversaire de sa nièce et doit faire face à sa famille conservatrice qui n'est pas d'accord avec le style de vie qu'elle a choisi.;européen;93
tt1090359;Valsa para Bruno Stein;Valsa para Bruno Stein;2007;Drama;Araci Esteves,Carmem Silva,Fernanda Moro;Paulo Nascimento;/3l2MJgnnZPkZaDd8HlFrmAmCVWX.jpg;Bruno Stein (Walmor Chagas) vit avec sa famille dans un endroit isolé. Verônica (Fernanda Moro), sa petite-fille, rêve d'y partir. Valéria (Ingra Lyberato), sa belle-fille, essaie d'accepter sa solitude, puisque son mari est chauffeur de camion et passe des semaines à l'étranger. Bruno est arrivé au Brésil après la Seconde Guerre mondiale et se sent désormais à la fin de sa vie. Il essaie de s'impliquer dans son travail, mais rien d'autre ne le motive. Jusqu'à ce que l'arrivée de Gabriel (Marcos Verza), un nouvel employé, lui fasse retrouver sa joie de vivre.;européen;95
tt10913484;The Battle;Bitva;2019;Drama;Alla Emintseva,Evgeniy Baryshev,Evgeniy Bogatyrev;Anar Abbasov;/7Tdmn4J5Kggkcr7eBaGLdr1OM44.jpg;Les rêves du danseur de rue passionné Anton sont brisés lorsqu'une blessure accidentelle le rend sourd. Mais c'est précisément dans cette période difficile qu'il rencontre son véritable amour et trouve sa vocation. Anton apprend à écouter la musique qui vient de l'intérieur et à créer sa propre musique à travers une danse qui ne sera plus jamais la même. Il commence à enseigner la danse à des enfants malentendants et prépare avec eux un numéro unique. Il prend de gros risques en rejoignant son ancienne équipe composée d'enfants sourds pour une nouvelle danse afin de participer au Championnat du Monde.;européen;85
tt10916452;Hot!;Zhara;2019;Comedy;Nail Abdrakhmanov,Natalya Ionova,Sergey Chirkov;Dunya Lisova;/e0LjAzhUSqKyQakmysLyqO1wglC.jpg;"A Bakou, la capitale de l'Azerbaïdjan, le populaire ""Hot!"" Le festival monte en puissance et la scène musicale russe est présente. Parmi eux se trouve Dasha, un talent prometteur, en désaccord avec son producteur et aspirant à plus de liberté artistique.";européen;101
tt1091664;Age and Beauty;Alter und Schönheit;2009;Drama;Agnieszka Piwowarska,Armin Rohde,Burghart Klaußner;Michael Klier;/4ojFUIvWu7lgl3mri9U147doP4F.jpg;Le dernier souhait d’un malade réunit quatre vieux amis.;européen;95
tt1091999;Eszter's Inheritance;Eszter hagyatéka;2008;Drama;Dorottya Udvaros,Eszter Nagy-Kálózy,Gabriella Hámori;József Sipos;/gW35adujYpkDwWVg8DwGj57MUIS.jpg;Le vieillissant Eszter clarifie une relation exceptionnelle.;européen;90
tt1092081;Le opere e i giorni;Le opere e i giorni;2006;Drama;Antonia Recchia,Brigitte Grueninger,Giorgia Sartini;Franco Brocani;;;européen;115
tt1092542;Black Island Sisters;Järnets änglar;2007;Drama;Anna Azcárate,Anna Ulrika Ericsson,Christer Engberg;Agneta Fagerström-Olsson;/9f7yUFfgLXnhZcNFC2mOHTRZr0m.jpg;La vie de trois femmes de la classe ouvrière du nord de la Suède.;européen;113
tt10927554;Klovn the Final;Klovn the Final;2020;Comedy;Camilla Lehmann,Casper Christensen,Cassius Aasav Browning;Mikkel Nørgaard;/6gtdFM6c4GaTvkSoqrsh9vSHtsN.jpg;Le troisième long métrage basé sur la série télévisée danoise retrouve Frank et Casper dans des situations de plus en plus angoissantes.;européen;94
tt10937434;Ultras;Ultras;2020;Drama;Angelo Caianiello,Aniello Arena,Antonia Truppo;Francesco Lettieri;/vHqpFuguBugZZfXIyjsb4tOAXve.jpg;Un fanatique de football vieillissant fait face à la réalité de son passé tout en luttant pour se donner, ainsi qu'à un jeune adepte, un avenir très différent.;européen;108
tt1094235;Anabazys - O Terceiro Testamento de Glauber Rocha;Anabazys;2007;Documentary;Norma Bengell;Joel Pizzini, Paloma Rocha;;"Un aperçu des coulisses de la réalisation de la production de Glauber Rocha en 1980, ""A Idade da Terra"" (L'âge de la Terre), y compris des extraits inédits tirés des soixante heures de séquences brutes récupérées.";européen;142
tt1094270;Crossing the Line;Il passaggio della linea;2007;Documentary;Abderraouf Fgaier,Alfonso D'Avanzo,Francesco Grazioso;Pietro Marcello;/4YGzxZLVZ0aMC49m7T5Hz44i9Kh.jpg;Un voyage à travers les paysages italiens vus à travers les vitres d'un train express longue distance.;européen;60
tt10946062;El sitio de Otto;El sitio de Otto;2019;Drama;Adrian Grösser,Artur Busquets,Carla Pueyo;Oriol Puig Grau;/gDNtJmalXJmrsDSlOeZnlEMSTC9.jpg;Après la mort de son père, Otto a du mal à comprendre qui il veut être entouré d'un environnement rural et conservateur.;européen;80
tt1097266;User-Friendly Death;Smierc z ludzka twarza;2007;Documentary;;Marcin Koszalka;;Un employé d'un crématorium de la ville tchèque d'Ostrava parle sans passion de son travail et de la technologie de la crémation.;européen;69
tt10974020;Daniel & Daniela;Daniel & Daniela;2022;Documentary;;Sofia Pinto Coelho;/ucSZStF7wpjUk1O7yE3mk1KTrEm.jpg;Daniel e Daniela est l'histoire d'un père qui emmène sa fille dans un voyage vers ses origines. Ils parcourent le Cap-Vert, São Tomé et la Guinée-Bissau, tous deux guidés par l'envie de voir, de connaître et de parler. Entre rires, chansons et...;européen;74
tt10985014;Familiar Environment;Ambiente Familiar;2019;Drama;Cely Farias,Mano Fialho,Suzy Lopes;Torquato Joel;/xAPjb0qNi4m7JuQqXW4NdwYgVxL.jpg;Il existe de nombreuses façons de surmonter les pertes et les abandons de l’enfance. Trois garçons réinventent le concept de famille pour faire face aux traumatismes de leur vie.;européen;93
tt10986336;Radici - Viaggio alla sorgente della musica popolare italiana;Radici - viaggio alle sorgenti della musica;2019;Documentary;Ambrogio Sparagna;Luigi Faccini;/6tbrKZk5swswy1jwCQxKkbsSfPS.jpg;"Il y a deux films qui se croisent dans RADICI : l'un, en couleur, sur la musique populaire italienne d'aujourd'hui, celle qui maintient vivantes ses origines et ses fonctions identitaires ; l'un, en noir et blanc, sur la musique populaire du passé, qui utilise le ...";européen;75
